Code,Disease,symptoms
760,Lymphogranuloma venereum,[{symptoms:Sore throat}{symptoms:100}{symptoms:Nosebleed}{symptoms:91}{symptoms:Fever}{symptoms:91}{symptoms:Chills}{symptoms:91}{symptoms:Ear pain}{symptoms:91}{symptoms:Vulvar sore}{symptoms:20}{symptoms:Pelvic pressure}{symptoms:20}{symptoms:Knee lump or mass}{symptoms:20}{symptoms:Shoulder swelling}{symptoms:20}{symptoms:Neck cramps or spasms}{symptoms:20}{symptoms:Excessive growth}{symptoms:20}{symptoms:Loss of sex drive}{symptoms:20} Lymphogranuloma venereum
761,Galactorrhea of unknown cause,[{symptoms:Bleeding or discharge from nipple}{symptoms:84}{symptoms:Pain or soreness of breast}{symptoms:65}{symptoms:Pelvic pain}{symptoms:30}{symptoms:Weight gain}{symptoms:30}{symptoms:Anxiety and nervousness}{symptoms:30}{symptoms:Back pain}{symptoms:30}{symptoms:Lump or mass of breast}{symptoms:30}{symptoms:Sharp chest pain}{symptoms:30}{symptoms:Burning abdominal pain}{symptoms:30}{symptoms:Cough}{symptoms:30}{symptoms:Low back weakness}{symptoms:2}{symptoms:Emotional symptoms}{symptoms:2} Galactorrhea of unknown cause
762,G6PD enzyme deficiency,[{symptoms:Cough}{symptoms:43}{symptoms:Nasal congestion}{symptoms:43}{symptoms:Excessive growth}{symptoms:3}{symptoms:Wrist weakness}{symptoms:3}{symptoms:Elbow weakness}{symptoms:3}{symptoms:Elbow cramps or spasms}{symptoms:3}{symptoms:Feeling hot and cold}{symptoms:3}{symptoms:Emotional symptoms}{symptoms:3}{symptoms:Low back weakness}{symptoms:3}{symptoms:Underweight}{symptoms:3}{symptoms:Nailbiting}{symptoms:3}{symptoms:Muscle swelling}{symptoms:3} G6PD enzyme deficiency
763,Nerve impingement near the shoulder,[{symptoms:Shoulder pain}{symptoms:96}{symptoms:Knee pain}{symptoms:32}{symptoms:Neck pain}{symptoms:32}{symptoms:Arm pain}{symptoms:29}{symptoms:Shoulder stiffness or tightness}{symptoms:16}{symptoms:Problems with movement}{symptoms:13}{symptoms:Elbow pain}{symptoms:9}{symptoms:Shoulder weakness}{symptoms:6}{symptoms:Hand or finger stiffness or tightness}{symptoms:3}{symptoms:Vulvar irritation}{symptoms:3}{symptoms:Muscle pain}{symptoms:3}{symptoms:Bones are painful}{symptoms:3} Nerve impingement near the shoulder
764,Toxoplasmosis,[{symptoms:Eye redness}{symptoms:49}{symptoms:Diminished vision}{symptoms:49}{symptoms:Itchy scalp}{symptoms:49}{symptoms:Blindness}{symptoms:49}{symptoms:Irregular appearing scalp}{symptoms:49}{symptoms:Elbow weakness}{symptoms:4}{symptoms:Cross-eyed}{symptoms:4}{symptoms:Excessive growth}{symptoms:4}{symptoms:Bowlegged or knock-kneed}{symptoms:4}{symptoms:Feeling hot and cold}{symptoms:4}{symptoms:Wrist weakness}{symptoms:4}{symptoms:Emotional symptoms}{symptoms:4} Toxoplasmosis
765,Fibroadenoma,[{symptoms:Lump or mass of breast}{symptoms:90}{symptoms:Pain or soreness of breast}{symptoms:50}{symptoms:Bleeding or discharge from nipple}{symptoms:19}{symptoms:Arm lump or mass}{symptoms:5}{symptoms:Bones are painful}{symptoms:5}{symptoms:Problems with shape or size of breast}{symptoms:2}{symptoms:Hot flashes}{symptoms:2}{symptoms:Pain during intercourse}{symptoms:1}{symptoms:Back swelling}{symptoms:1}{symptoms:Throat irritation}{symptoms:1}{symptoms:Vaginal dryness}{symptoms:1} Fibroadenoma
766,Open wound of the hand,[{symptoms:Hand or finger pain}{symptoms:30}{symptoms:Hand or finger swelling}{symptoms:11}{symptoms:Skin on arm or hand looks infected}{symptoms:5}{symptoms:Hand or finger stiffness or tightness}{symptoms:2} Open wound of the hand
767,Missed abortion,[{symptoms:Spotting or bleeding during pregnancy}{symptoms:73}{symptoms:Sharp abdominal pain}{symptoms:51}{symptoms:Pain during pregnancy}{symptoms:49}{symptoms:Lower abdominal pain}{symptoms:43}{symptoms:Problems during pregnancy}{symptoms:38}{symptoms:Cramps and spasms}{symptoms:25}{symptoms:Intermenstrual bleeding}{symptoms:21}{symptoms:Blood clots during menstrual periods}{symptoms:12}{symptoms:Heavy menstrual flow}{symptoms:6}{symptoms:Blood in stool}{symptoms:6}{symptoms:Recent pregnancy}{symptoms:6}{symptoms:Infertility}{symptoms:6} Missed abortion
768,Diabetic ketoacidosis,[{symptoms:Vomiting}{symptoms:84}{symptoms:Nausea}{symptoms:66}{symptoms:Weakness}{symptoms:46}{symptoms:Sharp abdominal pain}{symptoms:42}{symptoms:Sharp chest pain}{symptoms:37}{symptoms:Diarrhea}{symptoms:34}{symptoms:Depressive or psychotic symptoms}{symptoms:31}{symptoms:Decreased appetite}{symptoms:16}{symptoms:Thirst}{symptoms:16}{symptoms:Polyuria}{symptoms:11}{symptoms:Frequent urination}{symptoms:11}{symptoms:Fluid retention}{symptoms:6} Diabetic ketoacidosis
769,Granuloma inguinale,[{symptoms:Nausea}{symptoms:77}{symptoms:Sharp chest pain}{symptoms:77}{symptoms:Groin pain}{symptoms:77}{symptoms:Vaginal pain}{symptoms:77}{symptoms:Vulvar sore}{symptoms:11}{symptoms:Loss of sex drive}{symptoms:11}{symptoms:Knee lump or mass}{symptoms:11}{symptoms:Nailbiting}{symptoms:11}{symptoms:Excessive growth}{symptoms:11}{symptoms:Wrist weakness}{symptoms:11}{symptoms:Shoulder swelling}{symptoms:11}{symptoms:Neck cramps or spasms}{symptoms:11} Granuloma inguinale
770,Hemorrhagic fever,[{symptoms:Pain in eye}{symptoms:91}{symptoms:Shoulder cramps or spasms}{symptoms:91}{symptoms:Facial pain}{symptoms:91}{symptoms:Ankle pain}{symptoms:91}{symptoms:Wrist pain}{symptoms:91}{symptoms:Pain during pregnancy}{symptoms:91}{symptoms:Excessive anger}{symptoms:91}{symptoms:Joint stiffness or tightness}{symptoms:91}{symptoms:Pain or soreness of breast}{symptoms:91}{symptoms:Knee lump or mass}{symptoms:91}{symptoms:Fatigue}{symptoms:91}{symptoms:Excessive urination at night}{symptoms:91} Hemorrhagic fever
771,Obsessive compulsive disorder (OCD),[{symptoms:Anxiety and nervousness}{symptoms:68}{symptoms:Depression}{symptoms:56}{symptoms:Depressive or psychotic symptoms}{symptoms:47}{symptoms:Obsessions and compulsions}{symptoms:33}{symptoms:Temper problems}{symptoms:14}{symptoms:Hostile behavior}{symptoms:13}{symptoms:Low self-esteem}{symptoms:12}{symptoms:Excessive anger}{symptoms:10}{symptoms:Feeling ill}{symptoms:10}{symptoms:Fears and phobias}{symptoms:10}{symptoms:Hysterical behavior}{symptoms:4}{symptoms:Lack of growth}{symptoms:4} Obsessive compulsive disorder (OCD)
772,Injury of the ankle,[{symptoms:Ankle pain}{symptoms:88}{symptoms:Foot or toe pain}{symptoms:71}{symptoms:Ankle swelling}{symptoms:40}{symptoms:Leg pain}{symptoms:37}{symptoms:Foot or toe swelling}{symptoms:22}{symptoms:Joint pain}{symptoms:7}{symptoms:Foot or toe weakness}{symptoms:4}{symptoms:Leg cramps or spasms}{symptoms:2}{symptoms:Ankle stiffness or tightness}{symptoms:2}{symptoms:Wrist swelling}{symptoms:2}{symptoms:Foot or toe lump or mass}{symptoms:2} Injury of the ankle
773,Hyponatremia,[{symptoms:Weakness}{symptoms:55}{symptoms:Vomiting}{symptoms:53}{symptoms:Nausea}{symptoms:48}{symptoms:Shortness of breath}{symptoms:44}{symptoms:Dizziness}{symptoms:44}{symptoms:Sharp abdominal pain}{symptoms:38}{symptoms:Sharp chest pain}{symptoms:33}{symptoms:Headache}{symptoms:33}{symptoms:Back pain}{symptoms:28}{symptoms:Fever}{symptoms:28}{symptoms:Fainting}{symptoms:25}{symptoms:Seizures}{symptoms:23} Hyponatremia
774,Stricture of the esophagus,[{symptoms:Difficulty in swallowing}{symptoms:82}{symptoms:Vomiting}{symptoms:53}{symptoms:Regurgitation}{symptoms:32}{symptoms:Lump in throat}{symptoms:26}{symptoms:Sharp chest pain}{symptoms:26}{symptoms:Nausea}{symptoms:26}{symptoms:Difficulty eating}{symptoms:19}{symptoms:Heartburn}{symptoms:19}{symptoms:Coughing up sputum}{symptoms:19}{symptoms:Stomach bloating}{symptoms:19}{symptoms:Problems with movement}{symptoms:11}{symptoms:Recent weight loss}{symptoms:11} Stricture of the esophagus
775,Fracture of the ankle,[{symptoms:Ankle pain}{symptoms:79}{symptoms:Ankle swelling}{symptoms:36}{symptoms:Leg pain}{symptoms:31}{symptoms:Foot or toe pain}{symptoms:29}{symptoms:Foot or toe swelling}{symptoms:9}{symptoms:Ankle weakness}{symptoms:3}{symptoms:Knee weakness}{symptoms:2} Fracture of the ankle
776,Soft tissue sarcoma,[{symptoms:Skin lesion}{symptoms:53}{symptoms:Abnormal appearing skin}{symptoms:42}{symptoms:Skin growth}{symptoms:36}{symptoms:Skin moles}{symptoms:28}{symptoms:Itching of skin}{symptoms:13}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:10}{symptoms:Leg lump or mass}{symptoms:10}{symptoms:Warts}{symptoms:7}{symptoms:Groin mass}{symptoms:7}{symptoms:Irregular appearing nails}{symptoms:7}{symptoms:Change in skin mole size or color}{symptoms:7}{symptoms:Bones are painful}{symptoms:7} Soft tissue sarcoma
777,Bone disorder,[{symptoms:Back pain}{symptoms:36}{symptoms:Knee pain}{symptoms:27}{symptoms:Leg pain}{symptoms:25}{symptoms:Shoulder pain}{symptoms:25}{symptoms:Bones are painful}{symptoms:16}{symptoms:Leg cramps or spasms}{symptoms:5}{symptoms:Leg weakness}{symptoms:5}{symptoms:Difficulty speaking}{symptoms:3}{symptoms:Hot flashes}{symptoms:3}{symptoms:Stiffness all over}{symptoms:3}{symptoms:Leg lump or mass}{symptoms:2}{symptoms:Muscle stiffness or tightness}{symptoms:2} Bone disorder
778,Epilepsy,[{symptoms:Seizures}{symptoms:91}{symptoms:Headache}{symptoms:32}{symptoms:Abnormal involuntary movements}{symptoms:13}{symptoms:Disturbance of memory}{symptoms:9}{symptoms:Difficulty speaking}{symptoms:4}{symptoms:Lack of growth}{symptoms:2}{symptoms:Stiffness all over}{symptoms:2}{symptoms:Eye moves abnormally}{symptoms:2}{symptoms:Muscle weakness}{symptoms:1} Epilepsy
779,Personality disorder,[{symptoms:Depressive or psychotic symptoms}{symptoms:70}{symptoms:Depression}{symptoms:68}{symptoms:Anxiety and nervousness}{symptoms:51}{symptoms:Hostile behavior}{symptoms:24}{symptoms:Insomnia}{symptoms:20}{symptoms:Excessive anger}{symptoms:16}{symptoms:Low self-esteem}{symptoms:15}{symptoms:Delusions or hallucinations}{symptoms:13}{symptoms:Drug abuse}{symptoms:12}{symptoms:Fears and phobias}{symptoms:8}{symptoms:Temper problems}{symptoms:7}{symptoms:Obsessions and compulsions}{symptoms:7} Personality disorder
780,Shingles (herpes zoster),[{symptoms:Skin rash}{symptoms:82}{symptoms:Back pain}{symptoms:41}{symptoms:Skin lesion}{symptoms:40}{symptoms:Itching of skin}{symptoms:30}{symptoms:Ache all over}{symptoms:26}{symptoms:Headache}{symptoms:26}{symptoms:Sharp abdominal pain}{symptoms:25}{symptoms:Side pain}{symptoms:25}{symptoms:Sharp chest pain}{symptoms:25}{symptoms:Abnormal appearing skin}{symptoms:24}{symptoms:Pain in eye}{symptoms:19}{symptoms:Facial pain}{symptoms:18} Shingles (herpes zoster)
781,Tourette syndrome,[{symptoms:Abnormal involuntary movements}{symptoms:77}{symptoms:Depressive or psychotic symptoms}{symptoms:33}{symptoms:Headache}{symptoms:27}{symptoms:Allergic reaction}{symptoms:20}{symptoms:Drug abuse}{symptoms:11}{symptoms:Sleepiness}{symptoms:11}{symptoms:Abnormal movement of eyelid}{symptoms:11}{symptoms:Excessive anger}{symptoms:11}{symptoms:Delusions or hallucinations}{symptoms:11}{symptoms:Obsessions and compulsions}{symptoms:11}{symptoms:Temper problems}{symptoms:11}{symptoms:Warts}{symptoms:11} Tourette syndrome
782,Avascular necrosis,[{symptoms:Hip pain}{symptoms:86}{symptoms:Knee pain}{symptoms:53}{symptoms:Shoulder pain}{symptoms:45}{symptoms:Drug abuse}{symptoms:12}{symptoms:Bowlegged or knock-kneed}{symptoms:12}{symptoms:Shoulder stiffness or tightness}{symptoms:12}{symptoms:Shoulder weakness}{symptoms:12} Avascular necrosis
783,Strep throat,[{symptoms:Sore throat}{symptoms:95}{symptoms:Fever}{symptoms:85}{symptoms:Cough}{symptoms:59}{symptoms:Headache}{symptoms:50}{symptoms:Vomiting}{symptoms:40}{symptoms:Ear pain}{symptoms:39}{symptoms:Nasal congestion}{symptoms:38}{symptoms:Skin rash}{symptoms:32}{symptoms:Ache all over}{symptoms:28}{symptoms:Difficulty in swallowing}{symptoms:18}{symptoms:Chills}{symptoms:15}{symptoms:Decreased appetite}{symptoms:13} Strep throat
784,Spinocerebellar ataxia,[{symptoms:Problems with movement}{symptoms:72}{symptoms:Dizziness}{symptoms:53}{symptoms:Abnormal involuntary movements}{symptoms:42}{symptoms:Skin rash}{symptoms:27}{symptoms:Fainting}{symptoms:27}{symptoms:Difficulty speaking}{symptoms:27}{symptoms:Headache}{symptoms:27}{symptoms:Blood in urine}{symptoms:27}{symptoms:Foot or toe pain}{symptoms:27}{symptoms:Cough}{symptoms:27}{symptoms:Anxiety and nervousness}{symptoms:27}{symptoms:Disturbance of memory}{symptoms:27} Spinocerebellar ataxia
785,Osteomyelitis,[{symptoms:Skin lesion}{symptoms:56}{symptoms:Skin on leg or foot looks infected}{symptoms:29}{symptoms:Hand or finger pain}{symptoms:20}{symptoms:Hand or finger swelling}{symptoms:9}{symptoms:Difficulty speaking}{symptoms:7}{symptoms:Foot or toe swelling}{symptoms:7}{symptoms:Knee swelling}{symptoms:5}{symptoms:Bones are painful}{symptoms:5}{symptoms:Skin on arm or hand looks infected}{symptoms:5}{symptoms:Irregular appearing nails}{symptoms:5}{symptoms:Arm swelling}{symptoms:2}{symptoms:Lymphedema}{symptoms:2} Osteomyelitis
786,Sjogren syndrome,[{symptoms:Symptoms of eye}{symptoms:60}{symptoms:Diminished vision}{symptoms:46}{symptoms:Ache all over}{symptoms:36}{symptoms:Joint pain}{symptoms:29}{symptoms:Pain in eye}{symptoms:21}{symptoms:Peripheral edema}{symptoms:21}{symptoms:Mouth dryness}{symptoms:21}{symptoms:Spots or clouds in vision}{symptoms:21}{symptoms:Itchiness of eye}{symptoms:21}{symptoms:Difficulty in swallowing}{symptoms:12}{symptoms:Regurgitation}{symptoms:12}{symptoms:Groin pain}{symptoms:12} Sjogren syndrome
787,Adhesive capsulitis of the shoulder,[{symptoms:Shoulder pain}{symptoms:94}{symptoms:Shoulder stiffness or tightness}{symptoms:56}{symptoms:Neck pain}{symptoms:33}{symptoms:Ache all over}{symptoms:29}{symptoms:Elbow pain}{symptoms:19}{symptoms:Arm pain}{symptoms:19}{symptoms:Skin on arm or hand looks infected}{symptoms:7}{symptoms:Shoulder swelling}{symptoms:7}{symptoms:Stiffness all over}{symptoms:7}{symptoms:Muscle pain}{symptoms:7}{symptoms:Ankle stiffness or tightness}{symptoms:7} Adhesive capsulitis of the shoulder
788,Viral hepatitis,[{symptoms:Sharp abdominal pain}{symptoms:26}{symptoms:Abusing alcohol}{symptoms:13}{symptoms:Drug abuse}{symptoms:13}{symptoms:Melena}{symptoms:3}{symptoms:Stomach bloating}{symptoms:2}{symptoms:Symptoms of the kidneys}{symptoms:1}{symptoms:Hand or finger stiffness or tightness}{symptoms:1}{symptoms:Low self-esteem}{symptoms:1}{symptoms:Incontinence of stool}{symptoms:1} Viral hepatitis
789,Tonsillar hypertrophy,[{symptoms:Swollen or red tonsils}{symptoms:71}{symptoms:Abnormal breathing sounds}{symptoms:71}{symptoms:Sore throat}{symptoms:56}{symptoms:Nasal congestion}{symptoms:46}{symptoms:Apnea}{symptoms:42}{symptoms:Cough}{symptoms:40}{symptoms:Redness in ear}{symptoms:30}{symptoms:Hurts to breath}{symptoms:29}{symptoms:Fever}{symptoms:29}{symptoms:Drainage in throat}{symptoms:17}{symptoms:Allergic reaction}{symptoms:17}{symptoms:Difficulty in swallowing}{symptoms:17} Tonsillar hypertrophy
790,Gastritis,[{symptoms:Sharp abdominal pain}{symptoms:82}{symptoms:Vomiting}{symptoms:75}{symptoms:Nausea}{symptoms:65}{symptoms:Burning abdominal pain}{symptoms:55}{symptoms:Sharp chest pain}{symptoms:41}{symptoms:Upper abdominal pain}{symptoms:40}{symptoms:Diarrhea}{symptoms:40}{symptoms:Fever}{symptoms:27}{symptoms:Headache}{symptoms:24}{symptoms:Heartburn}{symptoms:24}{symptoms:Vomiting blood}{symptoms:20}{symptoms:Regurgitation}{symptoms:15} Gastritis
791,Skin cancer,[{symptoms:Skin lesion}{symptoms:67}{symptoms:Abnormal appearing skin}{symptoms:55}{symptoms:Skin moles}{symptoms:29}{symptoms:Skin growth}{symptoms:27}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:22}{symptoms:Skin swelling}{symptoms:19}{symptoms:Itching of skin}{symptoms:16}{symptoms:Irregular appearing scalp}{symptoms:16}{symptoms:Warts}{symptoms:8}{symptoms:Acne or pimples}{symptoms:7}{symptoms:Lip swelling}{symptoms:7}{symptoms:Skin irritation}{symptoms:6} Skin cancer
792,Rheumatic fever,[{symptoms:Itchiness of eye}{symptoms:84}{symptoms:Knee lump or mass}{symptoms:14}{symptoms:Bedwetting}{symptoms:14}{symptoms:Excessive growth}{symptoms:14}{symptoms:Pelvic pressure}{symptoms:14}{symptoms:Vulvar sore}{symptoms:14}{symptoms:Eye strain}{symptoms:14}{symptoms:Loss of sex drive}{symptoms:14}{symptoms:Neck cramps or spasms}{symptoms:14}{symptoms:Shoulder swelling}{symptoms:14}{symptoms:Joint stiffness or tightness}{symptoms:14}{symptoms:Nailbiting}{symptoms:14} Rheumatic fever
793,Aphthous ulcer,[{symptoms:Mouth ulcer}{symptoms:82}{symptoms:Fever}{symptoms:59}{symptoms:Sore throat}{symptoms:54}{symptoms:Mouth pain}{symptoms:47}{symptoms:Tongue lesions}{symptoms:44}{symptoms:Toothache}{symptoms:40}{symptoms:Ache all over}{symptoms:30}{symptoms:Skin rash}{symptoms:30}{symptoms:Headache}{symptoms:30}{symptoms:Lip sore}{symptoms:30}{symptoms:Cough}{symptoms:24}{symptoms:Swollen tongue}{symptoms:24} Aphthous ulcer
794,Tonsillitis,[{symptoms:Sore throat}{symptoms:75}{symptoms:Swollen or red tonsils}{symptoms:62}{symptoms:Abnormal breathing sounds}{symptoms:48}{symptoms:Nasal congestion}{symptoms:37}{symptoms:Throat feels tight}{symptoms:32}{symptoms:Redness in ear}{symptoms:30}{symptoms:Apnea}{symptoms:17}{symptoms:Diminished hearing}{symptoms:17}{symptoms:Drainage in throat}{symptoms:13}{symptoms:Allergic reaction}{symptoms:13}{symptoms:Lump in throat}{symptoms:13}{symptoms:Throat redness}{symptoms:9} Tonsillitis
795,Intestinal cancer,[{symptoms:Sharp abdominal pain}{symptoms:48}{symptoms:Diarrhea}{symptoms:39}{symptoms:Neck mass}{symptoms:28}{symptoms:Regurgitation}{symptoms:28}{symptoms:Foot or toe swelling}{symptoms:20}{symptoms:Changes in stool appearance}{symptoms:20}{symptoms:Lump or mass of breast}{symptoms:11}{symptoms:Decreased appetite}{symptoms:11}{symptoms:Throat feels tight}{symptoms:11}{symptoms:Jaundice}{symptoms:11}{symptoms:Mouth pain}{symptoms:11}{symptoms:Pain in testicles}{symptoms:11} Intestinal cancer
796,Rocky Mountain spotted fever,[{symptoms:Headache}{symptoms:100}{symptoms:Shoulder cramps or spasms}{symptoms:32}{symptoms:Excessive anger}{symptoms:32}{symptoms:Ankle pain}{symptoms:32}{symptoms:Wrist pain}{symptoms:32}{symptoms:Pain during pregnancy}{symptoms:32}{symptoms:Facial pain}{symptoms:32}{symptoms:Joint stiffness or tightness}{symptoms:32}{symptoms:Pain or soreness of breast}{symptoms:32}{symptoms:Knee lump or mass}{symptoms:32}{symptoms:Pain in eye}{symptoms:32}{symptoms:Fatigue}{symptoms:32} Rocky Mountain spotted fever
559,Stomach cancer,[{symptoms:Sharp abdominal pain}{symptoms:48}{symptoms:Nausea}{symptoms:45}{symptoms:Vomiting}{symptoms:41}{symptoms:Fatigue}{symptoms:28}{symptoms:Weakness}{symptoms:28}{symptoms:Diarrhea}{symptoms:28}{symptoms:Burning abdominal pain}{symptoms:23}{symptoms:Fluid retention}{symptoms:16}{symptoms:Difficulty in swallowing}{symptoms:16}{symptoms:Constipation}{symptoms:16}{symptoms:Peripheral edema}{symptoms:16}{symptoms:Heartburn}{symptoms:9} Stomach cancer
560,Developmental disability,[{symptoms:Depressive or psychotic symptoms}{symptoms:47}{symptoms:Seizures}{symptoms:34}{symptoms:Hostile behavior}{symptoms:26}{symptoms:Lack of growth}{symptoms:24}{symptoms:Difficulty speaking}{symptoms:20}{symptoms:Temper problems}{symptoms:9}{symptoms:Obsessions and compulsions}{symptoms:7}{symptoms:Delusions or hallucinations}{symptoms:6}{symptoms:Restlessness}{symptoms:5}{symptoms:Excessive anger}{symptoms:5}{symptoms:Antisocial behavior}{symptoms:3}{symptoms:Fears and phobias}{symptoms:2} Developmental disability
561,Acute stress reaction,[{symptoms:Anxiety and nervousness}{symptoms:77}{symptoms:Sharp chest pain}{symptoms:47}{symptoms:Headache}{symptoms:45}{symptoms:Depressive or psychotic symptoms}{symptoms:43}{symptoms:Depression}{symptoms:42}{symptoms:Insomnia}{symptoms:34}{symptoms:Dizziness}{symptoms:32}{symptoms:Shortness of breath}{symptoms:30}{symptoms:Fatigue}{symptoms:25}{symptoms:Burning abdominal pain}{symptoms:21}{symptoms:Abnormal involuntary movements}{symptoms:17}{symptoms:Chest tightness}{symptoms:17} Acute stress reaction
562,Delirium,[{symptoms:Disturbance of memory}{symptoms:52}{symptoms:Depressive or psychotic symptoms}{symptoms:48}{symptoms:Depression}{symptoms:31}{symptoms:Problems with movement}{symptoms:19}{symptoms:Hostile behavior}{symptoms:16}{symptoms:Delusions or hallucinations}{symptoms:13}{symptoms:Abnormal involuntary movements}{symptoms:11}{symptoms:Focal weakness}{symptoms:5}{symptoms:Difficulty speaking}{symptoms:4}{symptoms:Hysterical behavior}{symptoms:2}{symptoms:Disturbance of smell or taste}{symptoms:2}{symptoms:Slurring words}{symptoms:2} Delirium
